"","site_id","name_of_wa","x","y","project_id","project__1","Type","Type2","geometry","ws_area","ws_perim","river_length","burn_pct","sever1_pct","sever2_pct","sever3_pct","sever4_pct","sever5_pct","lu_water_pct","lu_agri_pct","lu_other_pct","lu_urban_pct","lu_wetland_pct","slp_mean","slp_median","slp_std","slp_max","slp_min","aspect_mean","aspect_median","aspect_std","aspect_max","aspect_min","ELEV","PRECIP","wetland_area","wet_burn_pct","burned"
"11","NBS.03","Diamond Fork",-111.4782337,40.04240473,"MegaFire","mixedbaselinecitsci",5,"Natural_B","POINT (459204.2773655972 4432572.615229822)",386153081.8,113784.5097,521958.9777,13.450132201,4.639455399,7.968601431,4.642718353,0.838812417,0.962804695,0.055570317,0.023861427,0.662856874,0.051657694,0.04051662,19.11714554,18.70648575,8.849725723,70.42533875,0,190.2154083,193.102417,98.87648773,359.9997559,0,7090,24.8,3188625.392,20.1349165,FALSE
"12","NBS.15","Hobble Crk North",-111.4979936,40.16561605,"MegaFire","mixedbaselinecitsci",2,"Natural","POINT (457595.1819540658 4446257.439350966)",151977052.5,67523.12399,244301.1888,0,0,0,0,0,0,0.04995412,0.86512358,1.111809987,1.262491365,0.020465009,23.53786278,23.99038315,10.26322174,71.28905487,0,172.9611206,166.7967377,91.71753693,359.9994507,0,7300,26,1376683.213,0,TRUE
"13","NBS.16","Hobble Crk South",-111.4955981,40.16551546,"MegaFire","Synoptic",2,"Natural","POINT (457799.1052454189 4446245.133621)",109188514.3,66251.19057,140251.1411,0,0,0,0,0,0,0.014479446,0.006788797,0,0.055833655,0.009393187,22.45714951,22.36620331,9.393157959,70.76548767,0.004104444,190.9258728,196.8353271,99.15473938,359.9988708,0.000621084,7100,26.8,781902.0781,0,TRUE
"14","NBS.81","Spanish Fork River",-111.697616,40.114862,"MegaFire","Megafire",11,"Urban","POINT (440552.3348536011 4440738.428156468)",1725074174,275146.1857,2235568.198,25.495095033,5.184455332,9.363406075,10.98860576,5.143083198,0.69179634,0.08185523,1.787205897,1.819753394,1.633700904,0.202592556,18.51659012,18.12532425,9.786951065,70.42533875,0,185.6066589,186.4289551,103.7141037,359.9998169,0,7030,21.2,15172904.22,30.21439124,FALSE
"15","NBS.34","Davidson Canyon",-111.1561987,39.93076154,"MegaFire","NBS",1,"Natural","POINT (486654.4457965561 4420083.482461476)",8024045.684,13694.7995,7161.895959,0,0,0,0,0,0,0.027428752,0,0,0.016830241,0,15.35212803,14.05425358,8.1323843,51.12517166,0.00494947,175.9674988,236.7641449,120.4445801,359.9946289,0,7980,17.4,44923.19698,0,TRUE
"16","NBS.35","Soldier Creek",-111.1562363,39.93133438,"MegaFire","NBS",1,"Natural","POINT (486651.3443088774 4420147.066996804)",20473645.27,19729.26801,20029.36153,0,0,0,0,0,0,0.041519975,0,1.544631846,0.335989617,0,14.33216763,12.16740799,7.656754971,49.89559937,0.074129455,198.5406952,198.7809906,124.1364365,359.999054,0,7730,15.6,117182.9112,0,TRUE
"17","NBS.79","Beer Creek",-111.7310749,40.08220879,"MegaFire","Megafire",8,"Urban","POINT (437671.2585773779 4437137.035004759)",251866224.3,71829.43585,221964.0087,18.858939951,2.697860747,5.302100366,7.194533546,6.362306039,0.026799941,0.38802007,21.08251078,3.55995434,17.57994613,0.134742762,13.4888773,8.370820045,13.2761755,69.10759735,0,211.0010986,259.5758057,122.4472046,359.9996948,0,5840,26,1656067.318,27.10641626,FALSE
"18","NBS.32","Soldier Creek",-111.20029,39.932357,"MegaFire","NBS",2,"Natural","POINT (482887.4216642842 4420268.083680905)",38309547.38,29208.07538,37080.97666,0,0,0,0,0,0,0.027934415,0,0.825492512,0.183086968,0,14.81443977,13.15682411,7.706850052,51.12517166,0.00494947,198.2995911,211.1723022,122.9146194,359.999054,0,7600,16,230363.8455,0,TRUE
"19","NBS.30","Clear Creek",-111.1996901,39.93561132,"MegaFire","NBS",1,"Natural","POINT (482939.4875436709 4420629.162750651)",33431812.91,32010.14338,31729.86198,75.93455991,6.888947382,16.39456411,31.44848899,28.09150681,0.053840933,0,0,0,0.018688698,0,16.55698586,15.67051792,7.40146637,48.66162491,0.058390547,210.0541534,247.2036743,119.9682236,359.9993896,0,8020,23.4,210008.3885,83.58173229,FALSE
"20","NBS.68","North Fork Salt Creek",-111.7271984,39.7215878,"MegaFire","NBS",1,"Natural","POINT (437675.8769486172 4397109.029916843)",99495138.24,52136.35359,144692.8224,0.566258823,0.174581395,0.305743582,0.233378237,0.027137004,0.001809134,0.003668118,0.007855381,0.157776431,0.052384889,0,24.09741402,23.40744019,9.804755211,70.78881073,0.074416198,182.0689087,172.09729,94.00852203,359.9989319,0.000458148,7720,30.5,1030923.539,0.022551711,FALSE
"21","NBS.69","South Fork Salt Creek",-111.729743,39.71742827,"MegaFire","NBS",1,"Natural","POINT (437454.0303030805 4396649.150356476)",103286337.8,51194.57205,230522.775,0,0,0,0,0,0,0.013056778,0.508026783,4.14072278,0.322258971,0.053262547,16.3691864,15.23929787,8.977487564,64.90512085,0.058306705,182.3913422,176.3405914,98.40983582,359.9996033,0,7260,24.6,1352522.956,0,TRUE
"22","NBS.31","Starvation Creek",-111.202084,39.9314229,"MegaFire","NBS",1,"Natural","POINT (482733.900507611 4420164.754324341)",102705323.6,48645.99169,126043.228,13.438835994,1.119026706,4.621571533,5.566215847,3.251048614,0.006134054,0.028836237,0,0,0.034148669,0.009223458,16.32497978,14.90639782,9.078454971,63.69701767,0.000271229,176.6508942,170.1386719,111.2775803,359.9995728,0,8020,23.5,783374.6017,12.26856623,FALSE
"23","NBS.70","Salt Creek",-111.8083172,39.71315257,"MegaFire","Megafire",2,"Natural","POINT (430715.0058508679 4396232.369646281)",247767776.4,81556.73406,460855.4187,0.227390344,0.070105969,0.122776256,0.093716787,0.010897301,0.000726487,0.012925837,0.27586768,1.855821316,0.234463078,0.050444418,20.38293839,19.60853958,10.15769196,77.13071442,0.043187026,182.8483276,175.9203186,97.91214752,359.9996033,0,7360,21.8,2977208.225,0.007809024,FALSE
"24","NBS.29","Tie Fork",-111.215908,39.95147982,"MegaFire","NBS",1,"Natural","POINT (481558.0926678877 4422393.621796457)",50288974.46,34168.52494,77147.3474,0,0,0,0,0,0,0,0,0,0,0,22.5637722,22.94413567,8.431128502,54.50428391,0.066608161,187.761795,193.1838989,89.53744507,359.9992676,0,7540,19,454718.2517,0,TRUE
"25","NBS.27","Spanish Fork River",-111.3082375,39.96348906,"MegaFire","NBS",3,"Natural","POINT (473675.8902367199 4423749.688186334)",295123190.1,92785.92527,373084.2245,13.294617745,1.175915725,3.476819289,5.504176068,4.313622388,0.00823385,0.015381597,0.00594277,0.124363945,0.111060394,0.159894757,17.61016655,16.69508362,8.710053444,63.69701767,0,188.9474182,193.3970642,110.4029083,359.9995728,0,7640,20.2,2334710.382,11.63473992,FALSE
"26","NBS.91","Salt Creek",-111.86583,39.71609,"MegaFire","Megafire",3,"Urban","POINT (425788.3012467895 4396604.408660269)",293831709.6,96298.97795,502416.1612,0.191742409,0.059115471,0.103528649,0.079024827,0.009188933,0.000612596,0.020231116,2.911115222,1.927501759,3.367942848,0.042536257,19.251297,18.79853058,10.87624264,77.13071442,0,192.3623962,194.4461823,96.57727051,359.9996033,0,NA,NA,3194017.805,0.007278948,FALSE
"27","NBS.28","Mill Fork",-111.3105284,39.9614841,"MegaFire","NBS",1,"Natural","POINT (473479.4604757046 4423527.836711544)",42604509.6,31808.52522,58448.16284,69.294777197,2.338484845,9.544060097,30.44888939,29.30182771,0.012674715,0,0,0,0,0,21.26984978,22.30995178,8.185762405,51.22422028,0.158334553,187.7182312,194.8642883,117.9583817,359.9992065,0,7680,22.3,377639.8336,71.69897671,FALSE
"28","NBS.25","Dairy Fork (DAI)",-111.3381003,39.97246307,"MegaFire","NBS",1,"Natural","POINT (471129.2220774886 4424754.95271757)",28458654.86,24747.91983,40622.38155,72.7971863,6.815149941,21.2297455,35.8182776,15.7491632,0.20872385,0.021035487,0,0,0,0.02259794,15.84515381,14.6423111,7.441282272,44.83786774,0.175823078,166.7284546,131.0638123,116.8669586,359.9989014,0,6870,20.4,236111.3393,78.65489901,FALSE
"29","NBS.24","Sheep Creek (SHE)",-111.3380671,39.9767107,"MegaFire","NBS",1,"Natural","POINT (471133.8442717912 4425226.386675515)",27987788.16,27767.43391,37833.10305,0,0,0,0,0,0,0,0,0.103178596,0,0,16.33804512,15.07233524,7.683174133,52.01300812,0.052082364,201.7949982,194.2647705,83.55402374,359.999115,0,7000,19.6,229844.8831,0,TRUE
"30","NBS.64","Summit Creek",-111.7749115,39.94448043,"MegaFire","Megafire",1,"Natural","POINT (433800.8744570967 4421881.883628255)",47313626.28,35737.07281,56690.96366,49.360198824,12.43468418,22.16634155,18.97825364,8.215603634,0.142665032,0,0,0,0.092248565,0,25.30344009,24.69172668,11.55757618,73.76927185,0.070196755,187.8668823,212.5938416,110.7491913,359.9978638,0,8090,25.6,160116.9546,65.79257712,FALSE
"31","NBS.26","Spanish Fork River",-111.433775,39.99546425,"MegaFire","NBS",4,"Natural_B","POINT (462971.5664226119 4427343.218582341)",468342745.2,115581.8935,613881.1606,22.751222496,2.176675118,5.857633172,10.19503355,6.698555774,0.083016125,0.013603928,0.003744798,0.198809765,0.124802128,0.136841675,18.17300034,17.37345505,8.794771194,63.69701767,0,187.8086395,189.0896149,108.0076141,359.9995728,0,7390,20.2,3894950.952,23.51840433,FALSE
"32","NBS.56","Peetneet Creek",-111.7213416,40.02260883,"MegaFire","Megafire",6,"Natural","POINT (438447.5098217078 4430515.099107249)",70135179.77,42796.46294,89485.63869,52.99893737,7.990711678,15.76583968,20.58439152,16.64870617,0.030797668,0.411909776,0,0.220326937,0.450420011,0,17.68723106,15.91719437,10.08490944,69.10759735,0,169.813385,152.4605713,116.2421646,359.9986572,0,7310,26.2,639990.9212,57.07537233,FALSE
"33","NBS.58","Peetneet Creek",-111.7054361,40.00550529,"MegaFire","Megafire",5,"Natural","POINT (439789.7400112707 4428605.875588498)",67363017.63,39121.81029,84724.31599,55.22941417,8.315541965,16.43067723,21.45821329,17.34052365,0.032065072,0.421731543,0,0.22939396,0.332954565,0,17.60148811,15.72283459,10.14884567,69.10759735,0,171.0804596,156.8032837,116.360527,359.9986572,0,7400,26.5,606809.876,60.29157504,FALSE
"34","NBS.59","Peetneet Creek",-111.698174,39.98717085,"MegaFire","Megafire",4,"Natural","POINT (440393.6502962246 4426566.025918925)",64044944.3,34840.9365,82106.78247,58.0865522,8.747763093,17.27911566,22.56852615,18.23891039,0.035131579,0.427927362,0,0,0.263963266,0,17.58450317,15.6895647,10.11886978,69.10759735,0,172.2622223,162.0740967,116.9869995,359.9986572,0,7530,26.8,583063.2553,62.74709105,FALSE
"35","NBS.23","Thistle Creek",-111.4993347,39.98799708,"MegaFire","Megafire",7,"Natural","POINT (457370.3657236126 4426543.722520845)",553162290.9,127504.4278,733227.6904,34.201192504,7.885136192,12.24275427,15.14517554,6.813262694,1.094814325,0.023335899,3.077658684,4.582246403,1.079760028,0.264167861,16.7373333,16.21774101,9.568092346,69.63492584,0,176.2778778,168.5959778,100.9684143,359.9997559,0,6980,19.4,5113582.5,41.16931508,FALSE
"36","NBS.38","Thistle Creek",-111.5173794,39.96664451,"MegaFire","Megafire",1,"Natural","POINT (455816.0456357696 4424182.572680604)",14676017.19,20110.35792,14513.62769,55.08783408,25.2779753,33.77755651,19.75263426,1.55764331,3.170478706,0.013714925,0.662453492,0.982499215,0.456363374,1.074022462,19.60148621,19.37825966,9.626966476,57.57301331,0.011960258,210.5604706,258.0157471,113.8566818,359.9989624,0.005355984,7010,19.5,120900.3165,49.08591923,FALSE
"37","NBS.41","Thistle Creek",-111.5378889,39.94953774,"MegaFire","NBS",6,"Natural","POINT (454053.0486015311 4422294.248852809)",504471715.8,123993.5879,673698.4399,31.686771529,7.067313961,10.68678348,14.25255327,6.747434779,0.97498033,0.022616363,3.348441792,4.844701917,1.141404365,0.195087773,16.35966873,15.89688587,9.430989265,69.63492584,0,177.0257568,170.5591736,101.1572037,359.9997559,0,7020,18.4,4648161.539,39.05194481,FALSE
"38","NBS.44","Aggie Creek",-111.538931,39.949913,"MegaFire","Megafire",1,"Natural","POINT (453964.2806911435 4422336.436154484)",9320621.11,15229.33946,18093.49373,62.29091314,7.821367175,20.8183551,29.90465943,11.56789861,2.298130108,0.053249242,0.361406012,8.168924399,0.857012679,0.548373544,18.96430588,16.74740219,10.02338123,49.0594368,0.070695132,135.3098755,133.9437103,63.62151718,359.9822998,0.003797431,6520,19.7,107719.9414,65.7055971,FALSE
"39","NBS.62","Peetneet Creek",-111.6921061,39.96639853,"MegaFire","Megafire",1,"Natural","POINT (440893.8142776187 4424256.442149552)",30239602.21,27079.74462,32996.88571,39.030275331,6.982234705,12.55076034,17.86928268,8.610232311,0.00297623,0.560451688,0,0,0.512929408,0,14.227561,11.26976109,9.183387756,62.34035492,0,194.8022003,228.2423096,118.3151474,359.9986572,0,7720,29.5,245725.5933,40.0918889,FALSE
"40","NBS.61","Right Fork Peetneet",-111.6928095,39.96651441,"MegaFire","Megafire",1,"Natural_B","POINT (440833.8419768153 4424269.770153066)",18394476.85,19980.55626,26192.14805,79.68370137,12.35425187,21.34716868,27.0178926,31.31864009,0.058713276,0.464439382,0,0,0.01420367,0,18.46421814,17.18392944,9.086268425,60.00447464,0.094308272,146.6615448,105.53479,111.0554047,359.9965515,0.001724232,7640,23.6,182464.7556,93.68087437,FALSE
"41","NBS.42","Bennie Creek",-111.5594652,39.92467189,"MegaFire","Megafire",1,"Natural","POINT (452192.6322397659 4419545.72328377)",38859005.23,27892.60496,53852.49117,74.28085157,13.18999282,23.13517792,33.27491253,17.87076112,2.695900201,0.005603772,1.098394046,2.409824422,0.035416563,0,19.1785965,17.78136444,9.828923225,56.70547104,0.036263663,138.2826538,122.8900757,84.97453308,359.9993286,0,7330,19.7,386540.5976,95.52116211,FALSE
"42","NBS.43","Thistle Creek",-111.5466047,39.92377301,"MegaFire","NBS",5,"Natural","POINT (453291.0041422456 4419439.148925741)",431713101.3,116436.5245,576092.3477,25.551135615,6.424057995,9.037668739,11.24204937,5.271417506,0.73194443,0.025132402,3.431174244,4.970309849,1.286295304,0.158530824,16.02730179,15.62408066,9.399131775,69.63492584,0,179.7712708,176.07341,101.4497223,359.9997559,0,7020,21,3903629.414,31.99200044,FALSE
"43","NBS.80","Spanish Fork River",-111.6695654,40.09975509,"MegaFire","Megafire",10,"Urban","POINT (442930.1139138417 4439043.281578007)",1726060681,274359.5452,2235466.595,25.480523651,5.181492226,9.358054544,10.98232537,5.140143737,0.691400953,0.08146942,1.786617521,1.822712815,1.685754475,0.202549624,18.50715828,18.1170826,9.79249382,70.42533875,0,185.6827698,186.5369568,103.7380676,359.9998169,0,7040,21.2,15178887.54,30.20248113,FALSE
"44","NBS.45","Nebo Creek",-111.5673629,39.87458944,"MegaFire","Megafire",1,"Natural_B","POINT (451482.4327647468 4413991.368780022)",96011548.29,51709.3439,122296.9598,82.46945436,8.371805416,21.01809663,39.64116888,21.81018885,0.950510659,0,0.013909161,0.000632579,0,0.007689501,22.38126373,22.59454346,8.679619789,69.63492584,0.036613435,162.6627808,143.2470703,98.14417267,359.9997559,0.00015229,7460,16.4,829421.6729,93.32930906,FALSE
"45","NBS.13","Spanish Fork River",-111.596571,40.08447867,"MegaFire","Megafire",9,"Urban","POINT (449140.5123178025 4437303.42392567)",1642615638,254461.443,2160445.195,26.811482238,5.449205397,9.847580666,11.56137782,5.402523752,0.726578983,0.068545808,1.08961501,1.834155299,0.510613368,0.167409999,18.56217957,18.13204384,9.412464142,70.42533875,0,183.5427856,181.9535217,103.3016129,359.9998169,0,7090,21.1,14467414.27,31.73793446,FALSE
"46","NBS.19","Maple Cany. Springville",-111.537243,40.130716,"MegaFire","Megafire",1,"Natural","POINT (454229.5302477775 4442403.222812722)",19783103.81,22625.30121,25733.25601,0,0,0,0,0,0,0.014483446,0,0,0,0,29.44583511,30.92414093,8.98734951,63.29960632,0.125322104,172.5312347,173.8606567,110.2160492,359.9995728,0.000608111,7390,26.7,162769.8186,0,TRUE
"47","NBS.14","Hobble Creek",-111.5407501,40.15400463,"MegaFire","Megafire",3,"Natural","POINT (453946.4627710482 4444989.927784769)",278182735,82615.20581,417179.9932,0,0,0,0,0,0,0.034903117,0.47711461,0.618547663,0.928164329,0.032784405,23.50387573,23.77873802,10.07397652,71.28905487,0,180.6829529,177.3702393,95.69043732,359.9998779,0,7150,26.4,2371584.435,0,TRUE
"48","NBS.55","Canal/Slough",-111.5465417,39.88573647,"MegaFire","NBS",4,"Natural","POINT (453270.5533658196 4415217.46771419)",270047538.4,80924.92731,367998.023,2.084966237,2.661531389,1.485071859,0.554569025,0.045325353,0.323609689,0.036514067,5.100778515,7.263987469,1.951369032,0.133368339,13.72455883,12.82514381,8.965925217,63.84423065,0,185.8623962,193.1022186,100.8121338,359.9996643,0,6880,23.6,2410584.327,6.426951298,FALSE
"49","NBS.22","Wardsworth Canyon",-111.3916811,40.19559985,"MegaFire","Megafire",1,"Natural","POINT (466662.7476594618 4449540.130034415)",36674257.45,34340.27557,45282.12328,0,0,0,0,0,0,0.042448071,0,0,0,0,19.67094421,19.48989487,8.668642998,53.99373245,0.004104444,193.0252228,195.8660431,89.48738861,359.9988708,0.002741447,7140,25.6,242775.0523,0,TRUE
"50","NBS.49","Thistle Creek",-111.5058953,39.81321511,"MegaFire","NBS",3,"Natural","POINT (456700.3799417614 4407147.99125572)",69211455.01,42717.44318,84742.85895,0,0,0,0,0,0,0.003721032,1.567671393,6.248533801,0.793610392,0.094951573,17.14725494,17.43955612,9.408490181,63.61104965,0.002118368,206.3382874,218.100174,86.25585938,359.9996643,0.000866565,7420,21.8,623167.8661,0,TRUE
"51","NBS.21","Right Fork Hobble",-111.3918014,40.1952498,"MegaFire","Megafire",1,"Natural","POINT (466652.3367314714 4449501.321628341)",8506696.953,12263.88046,8571.840739,0,0,0,0,0,0,0,0,0,0,0,18.23451042,17.31675339,7.608910561,56.62078857,0.139387563,190.4164124,228.7553711,121.3226013,359.9981079,0.005241559,7720,27.1,59167.7522,0,TRUE
"52","NBS.50","Thistle Creek Upper",-111.4573799,39.81149756,"MegaFire","NBS",2,"Natural","POINT (460851.953420708 4406935.014223753)",46814566.97,30311.8605,56293.38994,0,0,0,0,0,0,0,0,0.650097859,0.765412049,0,18.93123627,19.57684898,8.99336338,63.61104965,0.063063264,207.7449036,226.4340515,93.72557068,359.9996643,0.000866565,7700,21.1,420104.8016,0,TRUE
"53","NBS.17","Bartholomew Canyon",-111.490715,40.20057133,"MegaFire","Megafire",1,"Natural","POINT (458236.4223073655 4450133.830896256)",15773598.13,19631.93769,32986.52075,0,0,0,0,0,0,0,0.29543219,1.222724733,0.237976956,0,28.55609894,30.17152214,10.21909714,71.28905487,0.030250575,127.1583176,118.4342499,74.00513458,359.9935303,0.015832784,8040,27.7,205246.8782,0,TRUE
"54","NBS.18","Left Fork Hobble Creek",-111.490735,40.20334035,"MegaFire","Megafire",1,"Natural","POINT (458236.4193163802 4450441.187060375)",112168520.5,57697.64647,169801.4591,0,0,0,0,0,0,0.052183738,0.799992448,0.949769434,0.977500379,0.027728027,21.90571022,21.90800285,9.624289513,64.70785522,0,180.5822601,178.203476,92.45722961,359.9994507,0,7280,25.4,908334.9279,0,TRUE
"55","NBS.52","Little Clear Creek",-111.456735,39.81327245,"MegaFire","Megafire",1,"Natural","POINT (460908.1587232851 4407131.722442058)",9760509.322,17320.89498,8887.275926,0,0,0,0,0,0,0,0,3.981079632,0,0,18.76264191,18.93842125,7.898897648,56.69055176,0.198651746,196.9870453,189.8088837,80.38284302,359.9903259,0.009923272,7380,22,79718.70276,0,TRUE
"56","NBS.51","Rock Creek",-111.4499033,39.81496489,"MegaFire","NBS",1,"Natural","POINT (461493.8435979549 4407316.599442712)",9689017.277,17451.50852,11466.74798,0,0,0,0,0,0,0,0,0.186724303,0,0,23.42231369,22.94722939,8.459434509,63.61104965,0.162636295,214.4861298,213.898468,85.88237,359.9996643,0.011607469,7790,22,79545.37402,0,TRUE
"57","NBS.53","North Fork Thistle",-111.415828,39.80656339,"MegaFire","NBS",1,"Natural","POINT (464406.0186409033 4406370.032486963)",13562363.67,17387.10056,15150.86185,0,0,0,0,0,0,0,0,0,0,0,21.8040638,23.06969261,7.748133183,50.71928406,0.225445032,210.1412506,226.269043,92.8384552,359.9959106,0.000866565,8090,20.8,117985.0041,0,TRUE
"58","NBS.54","South Fork Thistle",-111.4162236,39.8062688,"MegaFire","NBS",1,"Natural","POINT (464372.0030343899 4406337.494235521)",8652897.127,15201.26902,10940.73692,0,0,0,0,0,0,0,0,0,0.245630289,0,20.84463692,21.97775078,7.493480682,53.06960678,0.150060311,204.3744659,228.2028351,104.0386047,359.9972839,0.004152006,8190,24.2,108737.414,0,TRUE
"59","NBS.02","Diamond Fork",-111.4984878,40.03062927,"MegaFire","NBS",6,"Natural","POINT (457469.1377879392 4431275.112532066)",401433833.8,112571.9723,545338.4645,15.923769903,5.070424635,9.006639939,5.729786098,1.187343866,1.037132312,0.064032424,0.043791907,0.786142457,0.054293845,0.074682141,19.07263374,18.66200829,8.873631477,70.42533875,0,189.4985962,191.15448,99.08535767,359.9997559,0,7050,24.7,3385921.14,24.59510496,FALSE
"60","NBS.88","Rock Canyon",-111.6287272,40.26470604,"MegaFire","Megafire",1,"Natural","POINT (446540.6452431077 4457326.582669245)",25204003.15,22955.84646,37241.93295,0,0,0,0,0,0,0,0,0,0,0,30.51841545,31.3770237,11.17637348,77.13891602,0.272649616,205.9829865,225.0105896,99.5749588,359.9953308,0.001035789,8140,36.6,193450.755,0,TRUE
"61","NBS.04","Diamond Fork",-111.4396847,40.06718988,"MegaFire","NBS",4,"Natural_B","POINT (462506.3754094138 4435306.616731843)",339200782.8,96540.62287,452329.7769,10.201922211,3.080476382,6.105764211,3.511636943,0.584521057,0.273289464,0.033222578,0.013854422,0.591991196,0.058808172,0,19.30433083,18.93862343,8.71409893,70.42533875,0.007072794,191.7601776,196.7124939,98.23527527,359.9997559,0,7190,25.1,2676674.501,10.53223656,FALSE
"62","NBS.06","Wanrhodes Creek",-111.4303898,40.07356978,"MegaFire","NBS",1,"Natural_B","POINT (463302.435119729 4436010.861265782)",46862253.51,35372.34593,61663.1496,41.210566188,13.1959083,23.6281851,14.83795481,2.744426278,0.989068953,0.022024357,0.10028179,3.73986064,0.041676219,0,18.01357841,17.34032059,8.559386253,53.1589241,0.033406373,186.4926605,186.2354584,91.13782501,359.9973755,0.001876288,6640,25.8,291751.5748,50.74736944,FALSE
